13.728,10.4,8.056
31.008,17.92,12.4752
54.336,25.44,20.592
72.192,34.08,24.16
94.64,42.72,31.288
118.752,48.8,34.8
142.128,54.88,38.528
164.096,62.648,39.04
194.112,70.416,40.968
225.28,73.488,42.4
271.04,76.56,36.872
303.168,73.12,34.56
353.6,69.68,32.5
