9.96,10.4,9.672,10.8
17.112,17.92,17.604,19.86
24.264,25.44,25.536,28.92
32.922,34.08,36.048,36
41.58,42.72,46.56,43.08
46.97,48.8,53.716,50.0916
52.36,54.88,60.872,57.1032
60.164,62.648,68.02,65.9412
67.968,70.416,75.168,74.7792
71.6832,73.488,78.328,76.598
75.3984,76.56,81.488,78.4168
69.7494,73.12,76.104,
64.1004,69.68,70.72,
63.9282,68.74,68.96,
63.756,67.8,67.2,
61.0228,,,
58.2896,,,
